"영화명","누적매출액","누적관객수","스크린수","상영횟수","개봉일","배급사","등급","장르","감독","배우","제작사","cluster"
"안시성",46342006026,5441020,1540,110444,"2018-09-19","(주)넥스트엔터테인먼트월드(NEW)","12세이상관람가","사극,액션","김광식","이태진,조인성,신현숙,남주혁,박성웅,차영주,김경희,배성우,엄태구,설현,박병은,오대환,성동일,정은채,유오성,김미지,여윤호,박인수,이승일,이현,이경재,이낙준,이동민,이상혁,이상호,이성욱,이세민,이승석,배유리,이승환,배준수,이원재,이은희,이은희,이인규,이정민,김종호,이준우,이진용,이태진,이호준,임동영,임상현,김현우,김현창,나대한,오진석,유병주,윤정열,문창준,박경관,임용순,박세준,정미경,정지훈,김한솔,정태영,조석현,조형래,조혜인,조혜인,김욱,김대현,김동민,김동진,김명준,김민혁,최희열,한명환,한아름,한정환,김이현,김원중,김세홍,강희중,주석태,손영순,장광,옥자연,여이레,정인겸,신유람,박태산,정태야,황재필,이람,정현국,오일용,이정선,이민혁,문창완","(주)영화사수작,(주)스튜디오앤뉴,모티브픽쳐스(주)","1"
"암수살인",32998321048,3789553,1177,126128,"2018-10-03","(주)쇼박스","15세이상관람가","범죄,드라마","김태균","김윤석,주지훈,문정희,진선규,이재현,이윤재,김종수,김지성,이현주,임병우,김진혁,김학준,윤성원,박성현,박진수,박진영,권회수,허진,김영웅,김윤석,배해선,이봉련,정기섭,이유준,원현준,김미경,김미화,정종준,황재열","(주)필름295,(주)블러썸픽쳐스","2"
"엑시트",79232012162,9426011,1660,202223,"2019-07-31","(주)씨제이이엔엠","12세이상관람가","코미디,액션","이상근","조정석,임윤아,고두심,박인환,김지영,강기영,오희준,배유람,유수빈,조성희,주보비,김강현,정민성,박성일,신세휘,김경룡,김강훈,강덕중,강충훈,박상혁,곽민규,민대웅,권혁주,박윤희,박윤희,박정환,박주홍,설도희,배해선,백현익,신철진,양지혜,김병순,오누리,김보성,김상보,윤대열,오유진,김서율,김선호,김수연,김현수,김현수,이정인,정재은,임희수,최서현,정지우,최성윤,김형기,이선우,이성수,이성훈,조성동,김호정,조예린,김종구,황슬기,조윤호,전혜원,이찬유,조은성,최재영,최재영,이수정,김주아,강기영,김준수,이경오,주보비,주보비,최진영,고두심,곽새빛,곽호중,권상혁,최현아,권은빈,최혜인,기상원,채서원,김한솔,이동휘,이동희,이랑서,김태한,임종현,이창진,김이석,한우리,이화정,이봉련,김환영,김태환,주예서,김태율,정우영,정새다솜,정윤지,채승혜,슈기(최슬기),천대만,윤해빈,이채원,이재국,이학광,최영도,이현하,박재랑,이용탁,박채익,반혜라,탁트인,손현준,장서우,송원수,변건우,한서율,한승효,황지현,황효은,한윤식,허철,허형규,홍나현,강경수","(주)외유내강,(주)필름케이","3"
"역린",29894266890,3849552,1054,83299,"2014-04-30","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","사극","이재규","현빈,정재영,조정석,한지민,조재현,박성웅,김성령,정은채,강민지,박지혜,석현,정성민,조정민,최용식,이상현,한대룡,이수봉,홍남희,김고운,이승주,이승주,이승훈,이언정,이용출,이용출,이정수,김기수,김나현,김도연,김두루,김현진,송영창,김대명,천보근,서이숙,성유빈,고보결,이성우,한성천,전국향,곽자형,배우경","굿초이스컷픽쳐스(주),(주)파파스필름","2"
"연가시",32175400664,4515833,759,71928,"2012-07-05","(주)씨제이이엔엠","15세이상관람가","공포(호러),SF","박정우","김명민,강지원,문정희,김동완,이하늬,강신일,최일화,이행춘,장형원,정경임,최동헌,김상오,최정수,박유정,황경호,이민수,이은채,박종원,박진영,서병덕,송광주,신상열,안용우,이나연,이동하,이주원,송영창,조덕현,최정우,전국환,주석태,김승훈,정인기,김태훈","(주)오죤필름","1"
"연평해전",45567290830,6044956,1013,114487,"2015-06-24","(주)넥스트엔터테인먼트월드(NEW)","12세이상관람가","드라마","김학순","김무열,김율호,진구,이현우,이완,이청아,이한종,박찬희,박혜준,최순조,최승준,최종환,송재호,유형균,박정학,이철민,김강일,김희정,한창현,장의수,한이진,천지유","(주)로제타시네마","1"
"오싹한 연애",22010977000,3009356,544,62913,"2011-12-01","(주)씨제이이엔엠","12세이상관람가","공포(호러),멜로/로맨스,코미디","황인호","손예진,이민기,신동훈,김혜숙,조아라,박재우,태리,최우진,이현진,이미도,송지인,황승언,김현숙","상상필름(주)","2"
"완득이",38533069000,5311232,629,117847,"2011-10-20","(주)씨제이이엔엠","12세이상관람가","드라마","이한","김윤석,유아인,김효숙,조병찬,조세현,정한진,강별,박효주,박종현,박진아,서대현,서왕석,김광섭,차선영,천영암,최명경,윤경호,전승엽,임정환,오희준,김신우,이경숙,이유나,이태영,김영재,조덕제,조상건,안길강,김상호,리우진,성유빈,박수영,김도영,김동영,신유람,김윤태","(주)유비유필름,어나더픽쳐스(주)","1"
"완벽한 타인",44356976474,5294154,1325,143075,"2018-10-31","롯데컬처웍스(주)롯데엔터테인먼트","15세이상관람가","드라마,코미디","이재규","유해진,조진웅,이서진,염정아,김지수,송하윤,윤경호,지우,정민규,정지훈,조용진,최유화,조달환","(주)필름몬스터,드라마하우스(주)","1"
"용의자",30037521000,4131338,807,69124,"2013-12-24","(주)쇼박스","15세이상관람가","액션,스릴러","원신연","공유,박희순,조성하,유다인,김성균,조재윤,김민재,김의성,송재림,최종률,남보라,기주봉,이채윤,이현명,이현우,박진수,신나라,신창환,차현준,최두리,최태환,이민수,이병훈,이성제,김경호,이언정,이재혁,김기환,김은영,김정훈,김주영,김진아,김태현,류정은,문용군,송재호,박찬영,서현우,원현준,정아미,정종열,조혜선,박지일,이동진,이상협","(주)그린피쉬,(주)쇼박스","2"
"우리 생애 최고의 순간",26119898000,4018872,418,70724,"2008-01-10","(주)싸이더스","전체관람가","드라마","임순례","문소리,김정은,엄태웅,김지영,조은지,이미도,조영진,이봉규,정석용,하정우,정세형,김종언,김효선,김혜진,김미나,박현진,배태종,백배정,강선희,강성규,강재원,서승현,김경화,이상미,임길섭,김미소,이설화,손은선,오아름,이수정,정인화,김정심,최은영,이대진,양동명,조덕제,박원상,류승수,성지루,최욱,남궁은숙,차민지,박준혁,오창경","(주)엠케이픽처스","2"
"웰컴 투 동막골",40328508500,6436508,356,72108,"2005-08-04","(주)쇼박스","12세관람가","전쟁,드라마","박광현","신하균,정재영,강혜정,류덕환,임하룡,강남석,조혜진,손재영,신영철,류창국,김도영,민창기,이화경,최민영,최상순,임은희,박아형,정영기,김찬호,이경애,이다운,김영배,서재경,유승목,조덕현,심원철,리민,이란희,하성광","필름있수다,(주)쇼박스","1"
"은밀하게 위대하게",48700887413,6959083,1341,117461,"2013-06-05","(주)쇼박스","15세이상관람가","액션,코미디,드라마","장철수","김수현,박기웅,이현우,손현주,박혜숙,김성균,고창석,장광,신정근,홍경인,이채영,박은빈,최우식,이연경,이재남,이주원,장하은,장하진,황의준,송경호,이명규,주현,조영진,성유빈,원현준,이재우","(주)엠씨엠씨","3"
"의형제",40153817000,5416829,569,118250,"2010-02-04","(주)쇼박스","15세이상관람가","드라마,액션","장훈","송강호,강동원,전국환,박혁권,윤희석,최정우,정인기,설진욱,강명희,홍서백,박용진,김의용,황순욱,황인준,박현수,김남희,김태환,박민우,임세환,최윤서,김진용,주부진,이현지,백승익,차엽,박진우,김광규,고창석,배용근,유하복,박수영,박성연,김영웅,이정민,권범택","(주)쇼박스,(주)다세포클럽,루비콘픽쳐스㈜","1"
"이끼",25437300500,3350303,740,58198,"2010-07-14","CJ ENM","청소년관람불가","드라마,스릴러","강우석","정재영,박해일,유준상,유선,허준호,유해진,김상호,김준배,강신일,이철민,박정재,유준상,최근현,윤아름,오순태,김철현,장준녕","(주)시네마서비스,㈜렛츠필름,(주)시네마서비스글로벌","2"
"인천상륙작전",55105606303,7050475,1049,97032,"2016-07-27","(주)씨제이이엔엠","12세이상관람가","전쟁,드라마","이재한","김정철,이정재,이범수,리암 니슨,진세연,정준호,박철민,김병옥,김선아,김영애,박성웅,추성훈,황석하,이창세,박정원,박현선,션 리차드,한비,김희진,진용욱,곽순우,홍기준,우도환,성혁,길금성","(주)태원엔터테인먼트","3"
"전우치",44092783000,6065369,612,102356,"2009-12-23","CJ ENM","12세이상관람가","액션,코미디,판타지","최동훈","강동원,임수정,김윤석,유해진,염정아,김시권,주진모,김효진,강동균,정혜란,손선영,송진영,김혜지,신수현,박용범,박민규,조운,박지희,안성진,노남석,한연호,김고은,김규연,고준영,박남희,윤대원,이석원,이성두,정영훈,정우철,박연수,오준석,정지인,이우희,이대로,이철희,송영창,이미도,김서현,최진호,조상건,장준녕,최우리,김상호,이용녀,선우선,공정환,박성훈,박수영,권태원,정인기,김기범,최교식,김기천,조운,김현식","영화사 집","1"
"조선명탐정 : 각시투구꽃의 비밀",35841769500,4786259,634,84189,"2011-01-27","(주)쇼박스","12세이상관람가","코미디,액션","김석윤","김명민,김호연,한지민,오달수,김영훈,백성기,지승현,류현상,김경화,김탁호,김윤섭,최무성,남성진,우현,이재용,예수정,원현준,김태훈,정인기","청년필름(주)","1"
"조선명탐정 : 사라진 놉의 딸",30456879428,3872015,825,80499,"2015-02-11","(주)쇼박스","12세이상관람가","사극,코미디,어드벤처","김석윤","김명민,오달수,이연희,강다현,전건익,정명철,박지선,배영민,정혜은,조관우,조명행,최지명,송병철,김나현,이경용,이귀현,이낙준,한대룡,이선도,이성동,이용우,김태환,정원중,남윤나,류광일,류현상,최무성,김원해,우현,황정민,이정은,박수영,권범택,현우","청년필름(주)","2"
"좋은 놈, 나쁜 놈, 이상한 놈",43754257000,6685845,824,93574,"2008-07-17","CJ ENM","15세이상관람가","서부극(웨스턴),액션,어드벤처","김지운","송강호,이병헌,정우성,오달수,엄지원,김광일,손병호,이청아,김선영,성정훈,송승현,신상우,조화성,박광복,송영창,윤영우,정성우,이한솔,양명헌,박진우,조덕제,최진호,진선규,정세형,윤제문,류승수,홍기준,오연아,류제승,이정민,양도현,오일용","(주)다크서클픽쳐스,(주)바른손이앤에이","3"
"청년경찰",44382020516,5653444,1102,118547,"2017-08-09","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","액션","김주환","박서준,강하늘,성동일,박승호,한도진,박하선,정다은,김규백,이하준,이현일,임대현,박정훈,장석진,서은지,서정우,서지원,신정화,조윤주,우상기,이강재,이다영,최광원,최지민,이도현,이상민,이세희,이수진,한재욱,이은비,이재웅,이정수,이주원,서정연,고준,전준영,이호정,배유람,이승희,류경수,정원중,이수인,김강현,최홍일,정동훈,안성봉,양현진,서도빈,지찬,이규성,변우석,박재홍,태윤","(주)무비락,(주)도서관옆스튜디오,베리굿스튜디오(주)","1"
"최종병기 활",55827861500,7470633,615,130054,"2011-08-10","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","사극,액션","김한민","박해일,류승룡,김무열,문채원,이한위,김구택,이경영,박기웅,이승준,이재구,박노식,이다윗,전민서,오타니 료헤이,강규영,김홍수,김길동,최선미,조우진,이미소,최태환,박진주,한성민,김남수,강은규,김기덕,이상도,장재욱,임미주,박상희,최유라,이유비,이항주,이동훈,문영동,박명신,강신철,강신하","(주)디씨지플러스,(주)다세포클럽","3"
"추격자",33986959000,5046096,433,106805,"2008-02-14","(주)쇼박스","청소년관람불가","범죄,스릴러,액션","나홍진","김윤석,하정우,서영희,박효주,김유정,최정우,정인기,최지윤,김은성,최홍석,박지안,박진성,노현정,이민복,최문수,유원선,구태진,전진배,유지연,이철오,이인철,박진우,송요셉,조세영,조덕제,하성광,이장유,오연아,손희순,김영선","(주)영화사비단길","1"
"친절한 금자씨",20483051393,3119682,386,41438,"2005-07-29","CJ ENM","18세관람가","스릴러","박찬욱","이영애,최민식,권예영,김시후,남일우,김병옥,오달수,이승신,김부선,라미란,고수희,최정우,송강호,김유정,강남미,이대연,최희진,이병준,이용녀,차순배,박명신","(주)모호필름","2"
"퀵",22960890000,3125069,514,60714,"2011-07-20","(주)씨제이이엔엠","15세이상관람가","코미디,액션","조범구","이새별,고창석,강예원,이민기,김인권,김원영,홍승록,박은영,조용진,김은옥,이건우,안상훈,배승리,권영빈,주승환,주영민,변상윤,김가을,김결,서태원,박다솜,이지호,최민서,윤소연,윤승현,임혜원,박상현,윤지민,최연주,정수인,김병철,이해인,김재화,이희준,오정세,전국환,유승목,윤제문,김소진,조경현,박지연,한사명","(주)제이케이필름,(주)씨제이이엔엠","2"
"타워",37654858000,5181014,638,81147,"2012-12-25","(주)씨제이이엔엠","12세이상관람가","드라마","김지훈","설경구,손예진,김상경,김인권,도지한,안성기,이한위,김성오,송재호,차인표,박철민,조민아,권현상,박정학,임경만,장혜리,조윤경,배진호,안용우,전배수,이창용,박영수,이주실,김수진,권태원,김응수,전국향,정인기","(주)씨제이이엔엠,(주)더타워픽쳐스","1"
"타짜",36181314700,5685521,492,76884,"2006-09-28","CJ ENM","18세관람가","드라마","최동훈","조승우,김혜수,백윤식,유해진,김응수,김상호,김윤석,주진모,이수경,김정난,조상건,서동수,백도빈,조상원,김의성,서종해,차지은,이석원,윤준호,최영준,오호진,김민경,김진묵,김정현,최재섭,허영만,오정세,김광규,장준녕,최종률,장원영,박명신,박수영,권태원,정인기,김자영","(주)싸이더스,(주)영화사참","1"
"타짜-신의 손",32373120927,4015361,890,80584,"2014-09-03","롯데쇼핑㈜롯데엔터테인먼트,(주)싸이더스","청소년관람불가","드라마","강형철","최승현,신세경,곽도원,유해진,김윤석,이하늬,김인권,이경영,고수희,오정세,박효주,백승찬,양성우,우민호,윤지환,이승원,이승훈,이영민,이원호,정동근,조연우,한준우,홍승철,황현서,김원영,김장미,문도선,이준혁,김새벽,배유람,안재홍,이동휘,김원해,최종률,고준,조경현,박수영,이성욱,송재룡,천우희,배진웅,윤경호,정다원,하성광,곽자형,곽수정,김민상,양도현,김종태,김송일","(주)싸이더스","2"
"탐정: 리턴즈",26909514678,3152895,1137,107909,"2018-06-13","(주)씨제이이엔엠","15세이상관람가","코미디,범죄","이언희","권상우,성동일,이광수,이일화,남명렬,손담비,최성원,김동욱,박성일,오희준,이광호,이동민,이동민,서영희,심상민,엄진용,임승묵,박성연,임효우,박영식,정성호,정연주,정인영,박태강,정택호,조혜선,최광락,권혁석,김동욱,김미진,최재옥,홍광석,홍광석,김선간,김수영,김승필,김승필,김용호,김원진,김성규,김연교,백인권,이상철","(주)크리픽쳐스","2"
"태풍",22209675300,3471150,481,47155,"2005-12-14","CJ ENM","15세관람가","드라마,액션","곽경택","김혜정,김원진,이정재,이미연,추현경,장동건,허욱,신성일,김형찬,홍의정,김이호,나수원,박태호,김경환,김상용,민성주,민지환,박광설,유승권,박병렬,김철준,이주헌,이성근,최일화,박찬영,데이비드 맥기니스,손병욱,조운","CJ ENM","2"
"터널",57530028417,7120780,1105,113214,"2016-08-10","(주)쇼박스","12세이상관람가","드라마","김성훈","하정우,배두나,오달수,김종수,임한빈,정민희,송민석,윤성민,이동진,이상희,최춘범,권승구,진용욱,이한서,예수정,서현우,배유람,조현철,김수진,윤돈선,주석태,강신철,한성천,김승훈,이장유,이문석,양지수","(주)어나더썬데이,(주)비에이엔터테인먼트","3"
"투사부일체",31959686000,5074314,407,54339,"2006-01-19","CJ ENM","15세관람가","코미디","김동원","정준호,정웅인,김상중,김응수,임성민,박용식,최윤영,박은비,나현주,김동성,고은영,이배훈,박기연,김성근,유인나,이희석,일호,최선영,박민애,정다은,최영미,이송,최영진,최융환,김지헌,이혁수,춘자,이기열,강성필,장준녕,하동훈,이승연,한효주,최원","(주)시네마제니스","1"
"판도라",36067171064,4584800,1184,100270,"2016-12-07","(주)넥스트엔터테인먼트월드(NEW)","12세이상관람가","드라마,스릴러","박정우","김남길,안대겸,김영애,문정희,송영재,정진영,이경영,강신일,김대명,유승목,김주현,김명민,김동우,김선형,김승배,김영준,김재민,김정훈,김태영,김태현,김태훈,박기태,박선희,박준영,이경재,최우성,공정환,강민,지현준,주석태,정종열,송철호,김영웅,김태훈","(주)씨에이씨엔터테인먼트","1"
"포화속으로",23831968600,3330326,742,80093,"2010-06-16","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","드라마,전쟁","이재한","차승원,권상우,최승현,김승우,김혜성,신현탁,문재원,김득겸,신경선,추종범,홍성진,신성현,김윤성,장문석,김한준,황승현,김동윤,김동범,서승택,김경주,김대연,김규호,채호병,김태환,유승현,유영준,최민석,유한솔,윤승훈,장현근,이성문,정경일,윤진태,이세진,정재훈,정준혁,김정섭,김수형,김승환,이경현,이현종,고은총,이동훈,박진희,데이비드 맥기니스,남태부,강필선,진용욱,김호원,황유현,염혜란,백인권,위지웅","(주)태원엔터테인먼트,(주)유비유필름,(주)에이치 플러스","2"
"하모니",21641865000,3018154,384,77732,"2010-01-28","CJ ENM","12세이상관람가","드라마","강대규","김윤진,김호연,나문희,강예원,이다희,장영남,박준면,정수영,손미희,정혜원,홍민기,김원영,신정원,김해용,박지연,서동현,박란,유정민,이효준,임채연,윤익준,윤정빈,박선희,오은미,정재민,염은하,최은찬,전수지,김양성,김현수,김재화,지성원,이승연,이선주,박혜진,차청화","(주)제이케이필름","2"
"한반도",20597497600,3331593,483,49539,"2006-07-13","CJ ENM","15세관람가","드라마,액션","강우석","조재현,안성기,차인표,문성근,김응수,김광일,최종원,최정우,강신일,최창석,서강석,고정은,최동규,김성원,최병권,장문정,최연식,이승철,김영신,이윤주,백일섭,이미도,이한위,박길수,이승호,최일화,이칸희,조민준,권태원,이양희,류제승","(주)시네마서비스글로벌","2"
"해적: 바다로 간 산적",66372140706,8666208,910,133354,"2014-08-06","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","어드벤처","이석훈","김남길,손예진,유해진,김대윤,이경영,오달수,김태우,박철민,신정근,김원해,조달환,조희봉,정성화,최진리,이이경,강대욱,서왕석,서재현,서진석,서현석,성호제,송용호,심윤보,엄세현,유민경,이동철,장지웅,정경우,차민호,권성영,김경식,김기환,김대현,김재학,김주동,김준아,김한준,도현운,안내상,이대연,전배수,김강일,박해수,현봉식,우상기,곽진무,홍인,최정현,주광현","(주)하리마오픽쳐스","3"
"헬로우 고스트",22056966500,3019780,472,57578,"2010-12-22","(주)넥스트엔터테인먼트월드(NEW)","12세이상관람가","코미디,드라마","김영탁","차태현,강예원,이문수,고창석,장영남,천보근,신성일,이창수,라미란,이한위,조덕제,박길수,안길강,정혜원,하성광,이장유,이동진","(주)워터앤트리","2"
"화려한 휴가",44098519600,6855314,551,96528,"2007-07-25","CJ ENM","12세이상관람가","드라마","김지훈","김상경,이창민,안성기,이요원,이준기,박철민,송진호,김명훈,신진철,황대원,김하림,조일연,박지운,한대관,백광두,주현철,김도일,유현진,이희원,박민수,임남혁,박병렬,박상준,임종민,임왕섭,김철기,김철준,정재헌,이강영,이규현,김용욱,이재열,이정국,이종대,손병호,이얼,황영희,엄효섭,곽민호,오희준,임현성,권태원,전국향,정인기,김봉수,신유람,최원","기획시대(주)","3"
"히말라야",60175363015,7759761,1095,142715,"2015-12-16","(주)씨제이이엔엠","12세이상관람가","드라마","이석훈","황정민,정우,조성하,김인권,라미란,김원해,이해영,전배수,정유미,유선,한명환,김재준,박민우,배상민,이춘우,이혜진,최종률,조달환,김태강,권오상,손영순,유정호","(주)제이케이필름","3"
