"영화명","누적매출액","누적관객수","스크린수","상영횟수","개봉일","배급사","등급","장르","감독","배우","제작사","cluster"
"용의자",30037521000,4131338,807,69124,"2013-12-24","(주)쇼박스","15세이상관람가","액션,스릴러","원신연","공유,박희순,조성하,유다인,김성균,조재윤,김민재,김의성,송재림,최종률,남보라,기주봉,이채윤,이현명,이현우,박진수,신나라,신창환,차현준,최두리,최태환,이민수,이병훈,이성제,김경호,이언정,이재혁,김기환,김은영,김정훈,김주영,김진아,김태현,류정은,문용군,송재호,박찬영,서현우,원현준,정아미,정종열,조혜선,박지일,이동진,이상협","(주)그린피쉬,(주)쇼박스",2
"우리 생애 최고의 순간",26119898000,4018872,418,70724,"2008-01-10","(주)싸이더스","전체관람가","드라마","임순례","문소리,김정은,엄태웅,김지영,조은지,이미도,조영진,이봉규,정석용,하정우,정세형,김종언,김효선,김혜진,김미나,박현진,배태종,백배정,강선희,강성규,강재원,서승현,김경화,이상미,임길섭,김미소,이설화,손은선,오아름,이수정,정인화,김정심,최은영,이대진,양동명,조덕제,박원상,류승수,성지루,최욱,남궁은숙,차민지,박준혁,오창경","(주)엠케이픽처스",2
"우리들의 행복한 시간",14938458000,2472060,414,47300,"2006-09-14","(주)프라임엔터테인먼트","15세관람가","드라마","송해성","강동원,이나영,윤여정,김지영,최정우,조민기,강신일,권오훈,강선아,이훈진,김자영,정연주,지용석,김진희,김종길,이유진,이현배,이재진,오정세,김부선,최욱,정인기,김자영","(주)엘제이필름,상상필름(주)",1
"웰컴 투 동막골",40328508500,6436508,356,72108,"2005-08-04","(주)쇼박스","12세관람가","전쟁,드라마","박광현","신하균,정재영,강혜정,류덕환,임하룡,강남석,조혜진,손재영,신영철,류창국,김도영,민창기,이화경,최민영,최상순,임은희,박아형,정영기,김찬호,이경애,이다운,김영배,서재경,유승목,조덕현,심원철,리민,이란희,하성광","필름있수다,(주)쇼박스",3
"위험한 상견례",19174920500,2595625,524,75068,"2011-03-31","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","코미디,멜로/로맨스","김진영","송새벽,이시영,백윤식,김수미,박철민,강동호,손대구,임종혁,김효원,김원석,정웅인,이연주,박정민,박주희,정성화,서용주,김선영,박민우,정승혜,이진규,이진성,오상훈,양민석,김준영,이명숙,이한위,길해연,박효주,김정난,김응수,정민성,이상협","(주)전망좋은 영화사",1
"은밀하게 위대하게",48700887413,6959083,1341,117461,"2013-06-05","(주)쇼박스","15세이상관람가","액션,코미디,드라마","장철수","김수현,박기웅,이현우,손현주,박혜숙,김성균,고창석,장광,신정근,홍경인,이채영,박은빈,최우식,이연경,이재남,이주원,장하은,장하진,황의준,송경호,이명규,주현,조영진,성유빈,원현준,이재우","(주)엠씨엠씨",4
"음란서생",14944528700,2304365,347,38964,"2006-02-23","CJ ENM","18세관람가","사극,코미디","김대우","한석규,이범수,김민정,오달수,김뢰하,안내상,김기현,우현,김병옥,진경,홍의정,조영호,나미란,임효우,전충룡,서명석,유지혜,권순규,김창영,오권열,라미란,최명수,최종률,김강일,이순재,오태경,정인기,최교식","(주)영화사비단길",1
"의뢰인",17797131500,2393103,522,58416,"2011-09-29","(주)쇼박스","15세이상관람가","스릴러","손영성","박희순,장혁,하정우,유다인,박원재,손인용,허재호,조동연,김원우,김유선,최종원,최준혁,유하준,박혁권,최진욱,황병국,나수윤,이근우,백선희,권원진,이두훈,변봉현,강승훈,김보미,장윤정,이상원,이선희,임승빈,양정은,이창훈,김영훈,배성우,이지훈,정원중,최희진,예수정,이화룡,박성연,박성근,김윤태","청년필름(주)",1
"의형제",40153817000,5416829,569,118250,"2010-02-04","(주)쇼박스","15세이상관람가","드라마,액션","장훈","송강호,강동원,전국환,박혁권,윤희석,최정우,정인기,설진욱,강명희,홍서백,박용진,김의용,황순욱,황인준,박현수,김남희,김태환,박민우,임세환,최윤서,김진용,주부진,이현지,백승익,차엽,박진우,김광규,고창석,배용근,유하복,박수영,박성연,김영웅,이정민,권범택","(주)쇼박스,(주)다세포클럽,루비콘픽쳐스㈜",3
"이끼",25437300500,3350303,740,58198,"2010-07-14","CJ ENM","청소년관람불가","드라마,스릴러","강우석","정재영,박해일,유준상,유선,허준호,유해진,김상호,김준배,강신일,이철민,박정재,유준상,최근현,윤아름,오순태,김철현,장준녕","(주)시네마서비스,㈜렛츠필름,(주)시네마서비스글로벌",2
"이웃사람",18088462369,2434269,600,56752,"2012-08-22","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가","스릴러","김휘","김윤진,마동석,천호진,김성균,김새론,임하룡,장영남,도지한,차현우,김동현,한재훈,박인규,유재현,한성천,김미경,정인기,김기천,이장유,이언수","영화사 무쇠팔,플로우식스(주),자이온 이엔티(주),(주)누리픽쳐스,히트박스,(주)미스터로맨스",1
"인천상륙작전",55105606303,7050475,1049,97032,"2016-07-27","(주)씨제이이엔엠","12세이상관람가","전쟁,드라마","이재한","김정철,이정재,이범수,리암 니슨,진세연,정준호,박철민,김병옥,김선아,김영애,박성웅,추성훈,황석하,이창세,박정원,박현선,션 리차드,한비,김희진,진용욱,곽순우,홍기준,우도환,성혁,길금성","(주)태원엔터테인먼트",4
"재심",19266319637,2421197,935,68402,"2017-02-15","오퍼스픽쳐스(유),CGV아트하우스","15세이상관람가","드라마","김태윤","정우,강하늘,김해숙,이동휘,한재영,이경영,박희정,우상기,조해진,유지현,이다은,이동희,이동준,이승훈,한하늘,이정수,이정은,이종재,김진욱,김소진,김하나,최정헌,전소현,우상기,민진웅,김영재,하성광,곽자형,백익남","(주)이디오플랜",1
"전우치",44092783000,6065369,612,102356,"2009-12-23","CJ ENM","12세이상관람가","액션,코미디,판타지","최동훈","강동원,임수정,김윤석,유해진,염정아,김시권,주진모,김효진,강동균,정혜란,손선영,송진영,김혜지,신수현,박용범,박민규,조운,박지희,안성진,노남석,한연호,김고은,김규연,고준영,박남희,윤대원,이석원,이성두,정영훈,정우철,박연수,오준석,정지인,이우희,이대로,이철희,송영창,이미도,김서현,최진호,조상건,장준녕,최우리,김상호,이용녀,선우선,공정환,박성훈,박수영,권태원,정인기,김기범,최교식,김기천,조운,김현식","영화사 집",3
"조선명탐정 : 각시투구꽃의 비밀",35841769500,4786259,634,84189,"2011-01-27","(주)쇼박스","12세이상관람가","코미디,액션","김석윤","김명민,김호연,한지민,오달수,김영훈,백성기,지승현,류현상,김경화,김탁호,김윤섭,최무성,남성진,우현,이재용,예수정,원현준,김태훈,정인기","청년필름(주)",3
"조선명탐정 : 사라진 놉의 딸",30456879428,3872015,825,80499,"2015-02-11","(주)쇼박스","12세이상관람가","사극,코미디,어드벤처","김석윤","김명민,오달수,이연희,강다현,전건익,정명철,박지선,배영민,정혜은,조관우,조명행,최지명,송병철,김나현,이경용,이귀현,이낙준,한대룡,이선도,이성동,이용우,김태환,정원중,남윤나,류광일,류현상,최무성,김원해,우현,황정민,이정은,박수영,권범택,현우","청년필름(주)",2
"조선명탐정: 흡혈괴마의 비밀",19822789764,2444136,1249,74953,"2018-02-08","(주)쇼박스","12세이상관람가","사극,어드벤처,코미디","김석윤","김명민,오달수,김지원,김범,이민기,지웅배,이대현,이소희,이재웅,백승진,이정민,김정화,서지은,김탁호,김태윤,김태희,김현주,류현상,민성주,박동석,전건익,전현우,박지선,김태호,박지현,김건,최유진,김미란,김상일,김영우,김영진,한성희,염동헌,송훈,강덕중,조한준,윤상훈,장유화,현우","청년필름(주)",1
"조작된 도시",20144704587,2515590,1019,62242,"2017-02-09","(주)씨제이이엔엠","15세이상관람가","범죄,액션","박광현","지창욱,심은경,안재홍,오정세,김상호,김민교,김기천,이하늬,박재민,박정환,박주현,박준규,박지홍,장민준,전영욱,정근수,정상문,신동호,신민철,정이삭,오준표,오지홍,조진규,윤성민,최경미,최경식,최창국,이민호,이민호,이상진,이석,이석,이수빈,한성관,이유진,이정훈,이정훈,이종혁,노남석,백승철,손강국,한지은,박지후,오재세,김슬기,박경혜,권태원,이성우,하성광,승의열,임용순,임지수,이도국,엄지만,서이안,배민정,김회진,한대훈","(주)티피에스컴퍼니,(주)영화사심플렉스,컬쳐메이트",1
"좋은 놈, 나쁜 놈, 이상한 놈",43754257000,6685845,824,93574,"2008-07-17","CJ ENM","15세이상관람가","서부극(웨스턴),액션,어드벤처","김지운","송강호,이병헌,정우성,오달수,엄지원,김광일,손병호,이청아,김선영,성정훈,송승현,신상우,조화성,박광복,송영창,윤영우,정성우,이한솔,양명헌,박진우,조덕제,최진호,진선규,정세형,윤제문,류승수,홍기준,오연아,류제승,이정민,양도현,오일용","(주)다크서클픽쳐스,(주)바른손이앤에이",4
"증인",20482789331,2534748,1047,89564,"2019-02-13","롯데컬처웍스(주)롯데엔터테인먼트","12세이상관람가","드라마","이한","정우성,김향기,이규형,염혜란,장영남,정원중,김종수,박근형,송윤아,이준혁,이레,김승욱,오재세,이채은,이서준,이서환,강민지,강지현,박세정,권혁준,김경훈,박재환,박주은,박준호,박찬영,송우용,김미진,안성봉,신치영,신혜정,김범석,오창경,김소연,김수경,이준형,장효석,김정연,김호연,조성재,김홍식,최은영,최종률,정도원,정명훈,조한나,이승헌,강은수,고민지,곽나현,권정은,김규인,김난영,표예리,김바비,이동훈,김학선,이영아,김승윤,이민정,조복휘,김인규,김준원,정승욱,도현,김형묵,정영록,남혜진,김태현,정우성,문승배,정경현,이은샘,채치웅,윤정환,박미정,이종익,최문익,심은정,이석환,박윤근,박은우,엄주원,박창화,엄혜란,배내희,손제형,추귀정,염지영,장부익,장선아,서광재,한윤지,한재경,이슬이","(주)무비락,(주)도서관옆스튜디오",1
"지금 만나러 갑니다",20800916128,2602273,1191,97482,"2018-03-14","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","멜로/로맨스","이장훈","소지섭,손예진,김지환,고창석,이유진,김현수,배유람,이준혁,서정연,손여은,이진,이상철,이재환,이정민,변지은,김지민,송지연,이준성,김지호,김하은,유은성,박서준,정유민,정현우,차봉주,김경애,김민석,김선웅,김범준,공효진","(주)무비락,(주)도서관옆스튜디오,(주)푸른나무픽쳐스",1
"쩨쩨한 로맨스",15800299000,2067534,450,47891,"2010-12-01","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가","코미디,멜로/로맨스","김정훈","이선균,최강희,류현경,오정세,석정현,조성환,송유하,최현숙,추연규,류지혜,정구영,박성일,이원종,최희진,신동환,조은지,정민성","(주)크리픽쳐스",1
"청년경찰",44382020516,5653444,1102,118547,"2017-08-09","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","액션","김주환","박서준,강하늘,성동일,박승호,한도진,박하선,정다은,김규백,이하준,이현일,임대현,박정훈,장석진,서은지,서정우,서지원,신정화,조윤주,우상기,이강재,이다영,최광원,최지민,이도현,이상민,이세희,이수진,한재욱,이은비,이재웅,이정수,이주원,서정연,고준,전준영,이호정,배유람,이승희,류경수,정원중,이수인,김강현,최홍일,정동훈,안성봉,양현진,서도빈,지찬,이규성,변우석,박재홍,태윤","(주)무비락,(주)도서관옆스튜디오,베리굿스튜디오(주)",3
"초능력자",15374798000,2130645,612,58009,"2010-11-10","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","SF,드라마","김민석","김한나,강동원,고수,정은채,윤다경,최덕문,김수남,허명행,강민서,홍대성,홍대성,최장훈,김윤하,김한수,황상길,문용찬,이미경,채성원,유동헌,전상하,윤정빈,박아람,오정택,최윤석,김대현,김지원,이형훈,조덕제,류아벨,변희봉,김광규,김인권,김소진,이세랑,김영아,김기범,김서원,조영규,이수광","영화사 집",1
"최종병기 활",55827861500,7470633,615,130054,"2011-08-10","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","사극,액션","김한민","박해일,류승룡,김무열,문채원,이한위,김구택,이경영,박기웅,이승준,이재구,박노식,이다윗,전민서,오타니 료헤이,강규영,김홍수,김길동,최선미,조우진,이미소,최태환,박진주,한성민,김남수,강은규,김기덕,이상도,장재욱,임미주,박상희,최유라,이유비,이항주,이동훈,문영동,박명신,강신철,강신하","(주)디씨지플러스,(주)다세포클럽",4
"추격자",33986959000,5046096,433,106805,"2008-02-14","(주)쇼박스","청소년관람불가","범죄,스릴러,액션","나홍진","김윤석,하정우,서영희,박효주,김유정,최정우,정인기,최지윤,김은성,최홍석,박지안,박진성,노현정,이민복,최문수,유원선,구태진,전진배,유지연,이철오,이인철,박진우,송요셉,조세영,조덕제,하성광,이장유,오연아,손희순,김영선","(주)영화사비단길",3
"친구 2",21804687513,2971475,968,69865,"2013-11-14","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가","액션","곽경택","유오성,주진모,김우빈,김미진,최종석,한기준,문혜지,황순영,신승찬,양혜경,이재덕,정종호,정현수,이준혁,장영남,이철민,이동훈,기주봉,정호빈,한재영,지승현,황성준,조민준,장지건,고우림,주석태,최정현,유정호,이언수","(주)트리니티엔터테인먼트,(주)제이콘컴퍼니",2
"친절한 금자씨",20483051393,3119682,386,41438,"2005-07-29","CJ ENM","18세관람가","스릴러","박찬욱","이영애,최민식,권예영,김시후,남일우,김병옥,오달수,이승신,김부선,라미란,고수희,최정우,송강호,김유정,강남미,이대연,최희진,이병준,이용녀,차순배,박명신","(주)모호필름",2
"퀵",22960890000,3125069,514,60714,"2011-07-20","(주)씨제이이엔엠","15세이상관람가","코미디,액션","조범구","이새별,고창석,강예원,이민기,김인권,김원영,홍승록,박은영,조용진,김은옥,이건우,안상훈,배승리,권영빈,주승환,주영민,변상윤,김가을,김결,서태원,박다솜,이지호,최민서,윤소연,윤승현,임혜원,박상현,윤지민,최연주,정수인,김병철,이해인,김재화,이희준,오정세,전국환,유승목,윤제문,김소진,조경현,박지연,한사명","(주)제이케이필름,(주)씨제이이엔엠",2
"타워",37654858000,5181014,638,81147,"2012-12-25","(주)씨제이이엔엠","12세이상관람가","드라마","김지훈","설경구,손예진,김상경,김인권,도지한,안성기,이한위,김성오,송재호,차인표,박철민,조민아,권현상,박정학,임경만,장혜리,조윤경,배진호,안용우,전배수,이창용,박영수,이주실,김수진,권태원,김응수,전국향,정인기","(주)씨제이이엔엠,(주)더타워픽쳐스",3
"타짜",36181314700,5685521,492,76884,"2006-09-28","CJ ENM","18세관람가","드라마","최동훈","조승우,김혜수,백윤식,유해진,김응수,김상호,김윤석,주진모,이수경,김정난,조상건,서동수,백도빈,조상원,김의성,서종해,차지은,이석원,윤준호,최영준,오호진,김민경,김진묵,김정현,최재섭,허영만,오정세,김광규,장준녕,최종률,장원영,박명신,박수영,권태원,정인기,김자영","(주)싸이더스,(주)영화사참",3
"타짜-신의 손",32373120927,4015361,890,80584,"2014-09-03","롯데쇼핑㈜롯데엔터테인먼트,(주)싸이더스","청소년관람불가","드라마","강형철","최승현,신세경,곽도원,유해진,김윤석,이하늬,김인권,이경영,고수희,오정세,박효주,백승찬,양성우,우민호,윤지환,이승원,이승훈,이영민,이원호,정동근,조연우,한준우,홍승철,황현서,김원영,김장미,문도선,이준혁,김새벽,배유람,안재홍,이동휘,김원해,최종률,고준,조경현,박수영,이성욱,송재룡,천우희,배진웅,윤경호,정다원,하성광,곽자형,곽수정,김민상,양도현,김종태,김송일","(주)싸이더스",2
"타짜: 원 아이드 잭",19687029214,2229239,1429,66479,"2019-09-11","롯데컬처웍스(주)롯데엔터테인먼트","청소년관람불가","범죄,드라마","권오광","박정민,류승범,최유화,우현,윤제문,이광수,임지연,권해효,이창훈,오동민,장준휘,오혜원,여이레,이홍내,이상희,김예은,신문성,이윤상,유정호,남진복,박혁민,황재열,최원,임현성,서정연,이지훈,현봉식,최재현,오동민,김창환,오봄길,박경근,김형묵,유정호,김태준,유상훈,이택근,오경민,김철환,박규선,진모,류효정,오누리,박무영,이규호,지희제,박상규,김세인,홍주형,한동원,현오봉,이홍내,황재열,백예현,박지한,서승교,신민서,김종숙,권혁준,오태은,최남욱,김남훈,최현수,김준희,김성강,이무녕,남승화,박대성,윤영걸,황재명,이장원,이명엽,이정훈,차시연,노승은,김대한,곽기훈,고주선,서윤하,김진옥,김영희,김윤숙,김유영,최희영,정유준,김혜지,김성수,김태현,안상은,정세희,이시안,지수,안소미,김이슬,라일라,태지우,장규미,최윤빈,조기태,김창조,윤종인,노진영,방태현,임효진,김광수,원탐슬,김정남,이경수,김민광,박동훈,김주승,최명빈,홍예서,김희원,배유람,최재환,이창희,주진모,최동훈,김인애,박지은,윤금선아","(주)싸이더스,(주)엠씨엠씨,(주)비에이엔터테인먼트",1
"탐정 : 더 비기닝",20463956973,2625686,764,54995,"2015-09-24","(주)씨제이이엔엠","15세이상관람가","코미디,범죄","김정훈","권상우,성동일,박해준,이승준,조복래,오정세,박준면,이일화,서영희,강민지,홍서현,천유나,차승연,정종훈,정승연,이현기,이찬희,김승배,김은지,김하늘,김희영,모일영,박민철,박성일,박시영,박지혜,최성원,홍은택,이해영,지대한,진용욱,한창현,민무제,윤경호,김태훈","(주)크리픽쳐스",1
"탐정: 리턴즈",26909514678,3152895,1137,107909,"2018-06-13","(주)씨제이이엔엠","15세이상관람가","코미디,범죄","이언희","권상우,성동일,이광수,이일화,남명렬,손담비,최성원,김동욱,박성일,오희준,이광호,이동민,이동민,서영희,심상민,엄진용,임승묵,박성연,임효우,박영식,정성호,정연주,정인영,박태강,정택호,조혜선,최광락,권혁석,김동욱,김미진,최재옥,홍광석,홍광석,김선간,김수영,김승필,김승필,김용호,김원진,김성규,김연교,백인권,이상철","(주)크리픽쳐스",2
"태극기 휘날리며",15687429500,2544986,115,22376,"2004-02-05","(주)다자인소프트,(주)쇼박스","15세관람가","전쟁,드라마","강제규","장동건,원빈,이은주,공형진,조원희,이장욱,이영란,정희준,박유신,김효열,김효준,최재혁,이건우,박태원,배상철,김범주,한선랑,이동혁,한재민,지중현,김대영,민지혁,이호천,임동빈,김재중,박성희,임성택,정승진,이정훈,오명준,이기수,김용현,이주원,이환희,장민호,정호빈,박길수,박동빈,안길강,김해곤,권태원,최교식,조운,전승재","강제규필름",1
"태풍",22209675300,3471150,481,47155,"2005-12-14","CJ ENM","15세관람가","드라마,액션","곽경택","김혜정,김원진,이정재,이미연,추현경,장동건,허욱,신성일,김형찬,홍의정,김이호,나수원,박태호,김경환,김상용,민성주,민지환,박광설,유승권,박병렬,김철준,이주헌,이성근,최일화,박찬영,데이비드 맥기니스,손병욱,조운","CJ ENM",2
"택시운전사",95871287649,12189654,1906,184200,"2017-08-02","(주)쇼박스","15세이상관람가","드라마","장훈","이수민,송강호,토마스 크레취만,유해진,류준열,박혁권,최귀화,이창섭,이호균,서정우,송병철,안용우,오석규,윤석진,이새별,이성호,이정은,이주영,황민형,김신웅,김진상,김화목,차순배,김대현,서현우,이봉련,홍완표,문광식,류성현,백인권,허정도,손경원,한사명,한이진","더램프(주)",5
"터널",57530028417,7120780,1105,113214,"2016-08-10","(주)쇼박스","12세이상관람가","드라마","김성훈","하정우,배두나,오달수,김종수,임한빈,정민희,송민석,윤성민,이동진,이상희,최춘범,권승구,진용욱,이한서,예수정,서현우,배유람,조현철,김수진,윤돈선,주석태,강신철,한성천,김승훈,이장유,이문석,양지수","(주)어나더썬데이,(주)비에이엔터테인먼트",4
"투사부일체",31959686000,5074314,407,54339,"2006-01-19","CJ ENM","15세관람가","코미디","김동원","정준호,정웅인,김상중,김응수,임성민,박용식,최윤영,박은비,나현주,김동성,고은영,이배훈,박기연,김성근,유인나,이희석,일호,최선영,박민애,정다은,최영미,이송,최영진,최융환,김지헌,이혁수,춘자,이기열,강성필,장준녕,하동훈,이승연,한효주,최원","(주)시네마제니스",3
"판도라",36067171064,4584800,1184,100270,"2016-12-07","(주)넥스트엔터테인먼트월드(NEW)","12세이상관람가","드라마,스릴러","박정우","김남길,안대겸,김영애,문정희,송영재,정진영,이경영,강신일,김대명,유승목,김주현,김명민,김동우,김선형,김승배,김영준,김재민,김정훈,김태영,김태현,김태훈,박기태,박선희,박준영,이경재,최우성,공정환,강민,지현준,주석태,정종열,송철호,김영웅,김태훈","(주)씨에이씨엔터테인먼트",3
"포화속으로",23831968600,3330326,742,80093,"2010-06-16","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","드라마,전쟁","이재한","차승원,권상우,최승현,김승우,김혜성,신현탁,문재원,김득겸,신경선,추종범,홍성진,신성현,김윤성,장문석,김한준,황승현,김동윤,김동범,서승택,김경주,김대연,김규호,채호병,김태환,유승현,유영준,최민석,유한솔,윤승훈,장현근,이성문,정경일,윤진태,이세진,정재훈,정준혁,김정섭,김수형,김승환,이경현,이현종,고은총,이동훈,박진희,데이비드 맥기니스,남태부,강필선,진용욱,김호원,황유현,염혜란,백인권,위지웅","(주)태원엔터테인먼트,(주)유비유필름,(주)에이치 플러스",2
"표적",22256769300,2841828,716,72255,"2014-04-30","(주)씨제이이엔엠","15세이상관람가","액션,드라마","창","류승룡,유준상,이진욱,김성령,조여정,조은지,진구,강구현,배정현,서동필,임일규,정순태,홍성민,김동준,김대명,김영재,이현욱,장준녕,변상윤","(주)바른손이앤에이,(주)용필름",1
"프리즌",23790276987,2931897,1047,89024,"2017-03-23","(주)쇼박스","청소년관람불가","범죄,액션","나현","한석규,김래원,정웅인,조재윤,신성록,곽민호,박영준,임경욱,장한승,신영진,지동주,윤세현,천재성,이상민,이수민,이용직,이재수,이정수,이정훈,홍도성,김성종,연송하,이재균,차엽,서호철,현봉식,김승훈,배명진,전배수,홍기준,권혁범,최현종,임용순,박중금,유정호,한이진,엄지만,이민혁","(주)큐로홀딩스",2
"하녀",17038639000,2267556,555,59621,"2010-05-13","(주)싸이더스","청소년관람불가","스릴러,멜로/로맨스","임상수","전도연,이정재,윤여정,서우,박지영,안서현,황정민,문소리,신재민,박지선,박지선,김지선,전신환","(주)싸이더스,(주)미로비젼",1
"하모니",21641865000,3018154,384,77732,"2010-01-28","CJ ENM","12세이상관람가","드라마","강대규","김윤진,김호연,나문희,강예원,이다희,장영남,박준면,정수영,손미희,정혜원,홍민기,김원영,신정원,김해용,박지연,서동현,박란,유정민,이효준,임채연,윤익준,윤정빈,박선희,오은미,정재민,염은하,최은찬,전수지,김양성,김현수,김재화,지성원,이승연,이선주,박혜진,차청화","(주)제이케이필름",2
"한반도",20597497600,3331593,483,49539,"2006-07-13","CJ ENM","15세관람가","드라마,액션","강우석","조재현,안성기,차인표,문성근,김응수,김광일,최종원,최정우,강신일,최창석,서강석,고정은,최동규,김성원,최병권,장문정,최연식,이승철,김영신,이윤주,백일섭,이미도,이한위,박길수,이승호,최일화,이칸희,조민준,권태원,이양희,류제승","(주)시네마서비스글로벌",2
"해운대",81025004000,11324433,764,154277,"2009-07-22","CJ ENM","12세이상관람가","액션,드라마,어드벤처","윤제균","설경구,하지원,박중훈,엄정화,이민기,강대규,김원영,김유빈,신정원,성유경,박재홍,황인준,나승현,김인호,근휘,김재경,장원준,임동우,김정곤,정종원,이지애,이태영,최재섭,장명갑,지대한,천보근,박영수,염동헌,주민하,강예원,손희순,변상윤","(주)제이케이필름",5
"해적: 바다로 간 산적",66372140706,8666208,910,133354,"2014-08-06","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","어드벤처","이석훈","김남길,손예진,유해진,김대윤,이경영,오달수,김태우,박철민,신정근,김원해,조달환,조희봉,정성화,최진리,이이경,강대욱,서왕석,서재현,서진석,서현석,성호제,송용호,심윤보,엄세현,유민경,이동철,장지웅,정경우,차민호,권성영,김경식,김기환,김대현,김재학,김주동,김준아,김한준,도현운,안내상,이대연,전배수,김강일,박해수,현봉식,우상기,곽진무,홍인,최정현,주광현","(주)하리마오픽쳐스",4
"헬로우 고스트",22056966500,3019780,472,57578,"2010-12-22","(주)넥스트엔터테인먼트월드(NEW)","12세이상관람가","코미디,드라마","김영탁","차태현,강예원,이문수,고창석,장영남,천보근,신성일,이창수,라미란,이한위,조덕제,박길수,안길강,정혜원,하성광,이장유,이동진","(주)워터앤트리",2
"형",23130188893,2982230,993,83591,"2016-11-23","(주)씨제이이엔엠","12세이상관람가","코미디,드라마","권수경","조정석,도경수,박신혜,권지훈,김승아,김진희,이연수,강두,정지훈,손산,김강현,권범택","굿초이스컷픽쳐스(주)",2
"화려한 휴가",44098519600,6855314,551,96528,"2007-07-25","CJ ENM","12세이상관람가","드라마","김지훈","김상경,이창민,안성기,이요원,이준기,박철민,송진호,김명훈,신진철,황대원,김하림,조일연,박지운,한대관,백광두,주현철,김도일,유현진,이희원,박민수,임남혁,박병렬,박상준,임종민,임왕섭,김철기,김철준,정재헌,이강영,이규현,김용욱,이재열,이정국,이종대,손병호,이얼,황영희,엄효섭,곽민호,오희준,임현성,권태원,전국향,정인기,김봉수,신유람,최원","기획시대(주)",4
"화이: 괴물을 삼킨 아이",17695683795,2394487,817,59051,"2013-10-09","(주)쇼박스","청소년관람불가","액션,스릴러","장준환","여진구,김윤석,조진웅,장현성,김성균,박해준,임지은,남지현,설우신,이성,이태종,한진,홍준표,유연석,이준혁,박진우,한주완,서영화,이진성,장인섭,손강국,이승용,김근영,이유미,박경혜,권은수,박용우,박성준,김영민,한이진,신정섭,김종태","나우필름(주),파인하우스필름(주),(주)쇼박스",1
"화차",18459969500,2436500,548,62646,"2012-03-08","필라멘트픽쳐스","15세이상관람가","미스터리","변영주","이선균,김민희,조성하,김별,차수연,임남숙,임순옥,장대윤,황남희,박지혜,송성원,오기민,최덕문,이희준,진선규,최일화,김성태,민성욱,김수진,박해준,박지은","(주)영화제작소보임",1
"황해",17497165500,2260512,618,42102,"2010-12-22","(주)쇼박스,이십세기폭스코리아(주)","청소년관람불가","스릴러,액션,범죄","나홍진","김윤석,하정우,조성하,이철민,박윤호,김기석,박재홍,안서현,박창수,노남석,김기환,백승철,진명,김봉주,고해성,장윤영,권귀덕,강민규,임만규,정명식,임재민,김재화,김윤정,박병은,조재윤,이엘,이영수,장소연,이희준,송원종,정대용,황석정,유하복,최욱,손강국,정만식,공정환,이유미,염동헌,정민성,백현주,정혜원,이재우,승의열,한이진,천명재,방혜영","㈜팝콘필름",1
"후궁 : 제왕의 첩",19330302500,2636320,624,69104,"2012-06-06","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가","사극,멜로/로맨스","김대승","조여정,김동욱,김민준,조은지,박지영,이경영,박철민,장지민,전주병,정일원,홍수지,신민철,안석환,오지혜,이용녀,박충선,최정현","(주)황기성 사단",1
"히말라야",60175363015,7759761,1095,142715,"2015-12-16","(주)씨제이이엔엠","12세이상관람가","드라마","이석훈","황정민,정우,조성하,김인권,라미란,김원해,이해영,전배수,정유미,유선,한명환,김재준,박민우,배상민,이춘우,이혜진,최종률,조달환,김태강,권오상,손영순,유정호","(주)제이케이필름",4
